name,stars,city,state_name,party,education,salary,median_rent_2025_10_31,population_density
Capogiro Gelato,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Worker Bee Cafe II,4.0,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
Global Foods Market,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
Dunkin',2.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Wawa,3.5,Sicklerville,New Jersey,Democrat,38.8,102881.0,2218.611111111112,
Epic Cafe,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Herbie's Coffee,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbucks,3.0,Casa Adobes,Arizona,Democrat,,54546.0,,
Prufrock Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Dunkin',2.0,King of Prussia,Pennsylvania,Democrat,55.4,86149.0,2166.7329901329904,
The Bywater Hideout,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
DAVIDsTEA,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Paradeco Coffee Roasters,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Dunkin',1.5,Seffner,Florida,Republican,39.6,88167.0,2141.3650793650795,
Starkey Market,4.5,Trinity,Florida,Republican,31.3,113125.0,,
Dunkin',1.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Punch Bowl Social Indianapolis,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,2.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.0,Mount Holly,New Jersey,Democrat,,91000.0,,
Snowshack Dessert Cafe,4.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
Starbucks,3.5,Clayton,Missouri,Democrat,46.7,128898.0,1712.9682539682535,
Starbucks,3.5,Yardley,Pennsylvania,Republican,45.2,118750.0,2695.7000000000003,
Ja-Vahz,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Piccione Pastry,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
The BrickHaus,4.5,Ridley Park,Pennsylvania,Democrat,44.4,94485.0,,
Square Cat Vinyl,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Bamboo Cafe,4.5,Harvey,Louisiana,Republican,31.2,43524.0,1309.2763532763531,
Dunkin',2.0,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
Dunkin',2.5,Warminster,Pennsylvania,Republican,,60698.0,,
Calle Coffee,5.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
The Brew Garden,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Kind Cuisine Cafe,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Bluestone Lane - Philadelphia,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Eskpades,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Starbucks,4.5,Plant City,Florida,Republican,39.6,64536.0,2014.522077922078,
Wired Coffee,4.5,Sunset Hills,Missouri,Democrat,46.7,133895.0,,
Garage Coffee Company Nashville,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Dunkin',2.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
A Fresh Connection Cafe and Bakery,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Turning Point - Newtown,4.0,Newtown,Pennsylvania,Republican,45.2,146765.0,2431.944444444445,
Caffè! Caffè! - North Hullen,4.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Hivolt Bakery,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Crafted Palette,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Cafe at the Mills,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cafe V-dal,4.5,Lansdale,Pennsylvania,Democrat,55.4,86460.0,1966.2497212931996,
Einstein Bros. Bagels,3.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Cocoa Bean,2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Van Dough,5.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Art Smart Coffee & Gallery,5.0,Dunedin,Florida,Republican,38.5,68068.0,2087.5775446775447,
McDonald's,1.0,Sun Valley,Nevada,Democrat,37.3,76108.0,2322.0,
Ready Teddy's,4.0,Mt. Juliet,Tennessee,Republican,,75197.0,,
McDonald's,1.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Le Nectar,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Wawa,2.5,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
Che's Lounge,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Bagelati,4.0,Cinnaminson,New Jersey,Democrat,,91000.0,,
Blok & Co,4.5,Meridian,Idaho,Republican,46.3,98686.0,2015.2290262803235,
Kneaders Bakery & Cafe,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Johnson Hall Coffee House,4.5,Hulmeville,Pennsylvania,Republican,45.2,119531.0,,
Starbucks,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Caffe Capri,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
McDonald's,1.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,3.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
The Annex Coffee and Foods,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
The Garden Market,3.5,Carpinteria,California,Democrat,38.6,104233.0,4234.166666666667,
Rattlesnake Espresso,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Fred's Breakfast,4.0,New Hope,Pennsylvania,Republican,45.2,158929.0,,
Degaje Local Market ,4.5,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
The Turning Point of Marlton,4.0,Marlton,New Jersey,Democrat,42.1,94160.0,,
Dunkin',2.0,Pennsauken,New Jersey,Democrat,38.8,91000.0,2524.0,
Spread Bagelry,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,1.5,Flourtown,Pennsylvania,Democrat,55.4,144634.0,,
Everything Bagel Cafe,4.5,North Wales,Pennsylvania,Democrat,55.4,115833.0,1930.419047619048,
Starbucks,3.5,Kenner,Louisiana,Republican,31.2,64099.0,1663.6666666666667,
Firepot Chai,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Doe Doe's Diner,4.0,Saint Petersburg,Florida,Republican,,71302.0,,
Vivid Cafe,3.0,Saint Louis,Missouri,Democrat,,55279.0,,
El Jefe's Cafe Tostada,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
It's A Grind,4.0,Creve Coeur,Missouri,Democrat,46.7,119454.0,1351.9381313131314,
7-Eleven,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
All Star Bagel,4.0,Southampton Township,New Jersey,Democrat,,91000.0,,
Dunkin',1.5,Atco,New Jersey,Democrat,38.8,101976.0,,
La Bella Dolce Italia,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
allongée,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Premium Steap,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Healthy Hive,4.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Golden Valley Farms Coffee Roasters,5.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Zee Bee Market,5.0,Saint Louis,Missouri,Democrat,,55279.0,,
"The Human Bean Boise, Broadway Ave",4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Wawa,4.5,Media,Pennsylvania,Democrat,44.4,86219.0,1922.0873015873012,
La Creperia Cafe,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Double Shots Espresso Bar,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,1.5,Lebanon,Tennessee,Republican,40.2,71320.0,1620.6513457556937,
McDonald's,2.0,Clearwater Beach,Florida,Republican,,71302.0,,
Speedway,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Manhattan Jack,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
El Globo Bakery,4.5,Speedway,Indiana,Democrat,35.3,57158.0,1667.75,
McDonald's,1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Taste Cafe & Marketplace,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Wawa,3.0,Odessa,Florida,Republican,31.3,116870.0,2102.758441558442,
Tylers Coffee,2.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
CENTRAL NUTRiTiON,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Claire's Cafe & Art Gallery,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Vagrant Coffee,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Coffee & Cream,4.5,West Deptford,New Jersey,Republican,,91000.0,,
Caffe Torino,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Dunkin',2.0,Fairless Hills,Pennsylvania,Republican,45.2,80625.0,,
Bloomsday Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,1.5,Saint Petersburg,Florida,Republican,,71302.0,,
McDonald's,1.5,McCordsville,Indiana,Republican,35.9,113495.0,,
Coffee Science,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Cosi,3.0,Elkins Park,Pennsylvania,Democrat,55.4,129773.0,1571.5555555555557,
McDonald's,1.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Dunkin',2.0,Plumsteadville,Pennsylvania,Republican,45.2,157614.0,,
Bella's Bakes Cakes and Bagels,4.5,Saint Petersburg,Florida,Republican,,71302.0,,
Starbucks,2.5,Spring House,Pennsylvania,Democrat,55.4,178068.0,,
Dunkin',2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Circle K,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,1.5,Land O'Lakes,Florida,Republican,,71302.0,,
McDonald's,1.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,3.5,Havertown,Pennsylvania,Democrat,,60698.0,,
Shivers Frozen Custard,5.0,Godfrey,Illinois,Republican,32.0,92746.0,,
Dutch Bros Coffee,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,3.5,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
Dunkin',2.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
McDonald's,1.5,Burlington,New Jersey,Democrat,,78009.0,,
Dunkin',3.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
The Kava Bar,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Tiny Little Donuts,5.0,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Bean Arrow Coffee,4.0,Oldsmar,Florida,Republican,38.5,76100.0,1936.440476190476,
Barista Del Barrio,5.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Gracious Bakery + Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.0,Land O Lakes,Florida,Republican,,71302.0,2296.723625140292,
Creme Brulee Bistro & Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Crema Coffee,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Dunkin',2.0,Boyertown,Pennsylvania,Republican,28.5,54179.0,,
Le Cafe Eblouir,5.0,Gretna,Louisiana,Republican,31.2,46045.0,1570.4761904761906,
Nick's Cafe,4.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Mama's Java,4.0,Nolensville,Tennessee,Republican,65.8,170068.0,2958.472222222222,
Haze Ice Cream,4.5,Madeira Beach,Florida,Republican,38.5,79798.0,2394.3888888888887,
Mojo Coffee,4.5,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
Blu Moon Eats Catering,4.0,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Wawa,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,4.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
McDonald's,1.5,Pennsburg,Pennsylvania,Democrat,55.4,103698.0,,
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Ur Way,3.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Green Lane Naturals,5.0,Green Lane,Pennsylvania,Democrat,55.4,67750.0,,
Creative Soul Studio,4.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
The Juice Room,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Big City Coffee,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Starbucks,3.5,Feasterville,Pennsylvania,Republican,45.2,80208.0,,
Riverbend Cycles,4.5,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
Dunkin',2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
McDonald's,2.5,Pinellas Park,Florida,Republican,38.5,62043.0,2039.4087024087028,
IHOP,2.0,Madison,Tennessee,Democrat,,75197.0,,
CC's Community Coffee House,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Donut Experiment - Clearwater Beach,4.5,Clearwater Beach,Florida,Republican,,71302.0,,
Amberson Coffee & Grocer,5.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Cattani Catering & Kitchen,4.5,Ewing Township,New Jersey,Democrat,,91000.0,,
McDonald's,3.0,Mount Laurel,New Jersey,Democrat,,91000.0,,
Kraftologee,4.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Dunkin',1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
CC's Coffee House,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.0,Norristown,Pennsylvania,Democrat,55.4,65058.0,1698.5733057280884,
Dunkin',2.0,Spring Hill,Florida,Republican,22.1,66557.0,1896.568681988972,
Starbucks,3.0,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
The Bluebird Cafe,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Circle K,2.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Dunkin',3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Crema Coffee Roasters,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Eeffoc's cafe,3.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Tay's Brew House,5.0,Corona de Tucson,Arizona,Democrat,37.9,127743.0,,
Artesano Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Crave Coffee Bar,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,2.0,Lawrence,Indiana,Democrat,35.3,68225.0,1591.4200280112043,
Ruben's Cubans,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
NY Bagel Cafe & Deli,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.5,Royersford,Pennsylvania,Democrat,55.4,67083.0,1867.1333333333328,
McDonald's,1.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbucks,2.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Sweet Christine's Bakery,4.5,Kennett Square,Pennsylvania,Democrat,58.0,74259.0,2455.2000000000003,
Char West,3.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Crooked Tree Coffeehouse,3.5,Saint Charles,Missouri,Republican,,55279.0,,
Wawa,4.0,Woodlyn,Pennsylvania,Democrat,44.4,71978.0,,
Pearings Cafe + Frozen Yogurt,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Potito's Italian American Pastries,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,Bryn Mawr,Pennsylvania,Democrat,55.4,87218.0,2184.9999999999995,
Starbucks,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Starbucks,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
So Nuts! Donuts & Deli,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Crave Pitman,4.5,Pitman,New Jersey,Republican,37.6,96199.0,,
Teavana,2.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Konditori,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cafe Dolce,4.5,St Louis,Missouri,Democrat,,55279.0,1297.475912635836,
Velvet Sky Bakery,4.0,Jenkintown,Pennsylvania,Democrat,55.4,114306.0,1958.388888888889,
Starbucks,3.0,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
Alma Del Mar,5.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Hustle & Grind Coffee Company,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Starbucks,3.0,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Speedway,3.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
swah-rey,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Dutch Bros Coffee,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,1.0,Westwego,Louisiana,Republican,31.2,49291.0,1550.0,
Mangos Refresqueria Y Cafe,3.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Renaud's Patisserie & Bistro,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
The Urban Chalkboard,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Wawa,2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
DeBrand Fine Chocolates,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Turning Point - Bryn Mawr,3.5,Bryn Mawr,Pennsylvania,Democrat,55.4,87218.0,2184.9999999999995,
Dunkin',2.0,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
Dunkin',3.0,Norristown,Pennsylvania,Democrat,55.4,65058.0,1698.5733057280884,
Southie Coffee,5.0,Seminole,Florida,Republican,38.5,77335.0,2247.2611111111114,
Bearcat Cafe,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Gleaner's Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Coffee Mill Cafe,4.0,Millstadt,Illinois,Democrat,34.2,94536.0,,
Dunkin',1.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Donut Distillery,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
McDonald's,2.0,Audubon,Pennsylvania,Democrat,55.4,107785.0,,
Dunkin',1.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Three Graces Coffee,5.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.5,Bala Cynwyd,Pennsylvania,Democrat,55.4,144453.0,,
Mr Wish - South Philly,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Mojo Coffee House,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Stock Rittenhouse,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.5,Town and Country,Missouri,Democrat,46.7,237083.0,,
Paris Baguette,4.0,Elkins Park,Pennsylvania,Democrat,55.4,129773.0,1571.5555555555557,
Good Moo'd Creamery,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Bean Tree Cafe,4.5,Waterloo,Illinois,Republican,,92005.0,,
Dunkin',2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Aroma Joe's,4.5,Land O' Lakes,Florida,Republican,31.3,98648.0,,
McArthur's Bakery Cafe,3.5,Saint Louis,Missouri,Democrat,,55279.0,,
Anzie Blue,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Brown Dog Cafe,5.0,Audubon,New Jersey,Democrat,38.8,116900.0,,
Gelato Dolceria,5.0,Haddonfield,New Jersey,Democrat,38.8,190882.0,1900.8333333333333,
Copenhagen Cafe,4.5,Tarpon Springs,Florida,Republican,38.5,68877.0,2048.196581196581,
Dunkin',2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Wawa,3.0,Pennsville,New Jersey,Republican,,75162.0,,
Picasso's Coffee House,4.5,Saint Charles,Missouri,Republican,,55279.0,,
Starbucks,4.5,Mt. Juliet,Tennessee,Republican,,75197.0,,
Starbucks,3.5,Oro Valley,Arizona,Democrat,37.9,105342.0,1923.6564327485376,
McDonald's,1.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Rise and Grind Cafe,4.0,Perkasie,Pennsylvania,Republican,45.2,99474.0,,
Indie Coffee Roasters,4.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Toast,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cafe Italiano,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Le Macaron French Pastries,3.5,Saint Petersburg,Florida,Republican,,71302.0,,
American Honey Creamery & Coffee,5.0,Bradenton,Florida,Republican,37.5,60964.0,1788.4556846396715,
Pret A Manger,4.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Nordstrom Ebar Artisan Coffee,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Aroma Club,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Wawa,4.5,Berlin,New Jersey,Democrat,38.8,101008.0,,
Todd's Frozen Yogurt,4.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Victorian Grace,3.5,Brandon,Florida,Republican,39.6,77068.0,1944.9896640826876,
Sunshine Kitty Catfe,4.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Reclamation,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Espresso Art Cafe,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Kaffe Crepe,5.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Coffee Studio,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Savannah Tea House,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Caffe Bene,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
